id,date,league.season,teams.home.id,teams.home.name,teams.away.id,teams.away.name,scores.home.quarter_1,scores.home.quarter_2,scores.home.quarter_3,scores.home.quarter_4,scores.home.over_time,scores.home.total,scores.away.quarter_1,scores.away.quarter_2,scores.away.quarter_3,scores.away.quarter_4,scores.away.over_time,scores.away.total,home_spread,CUMULATIVE_AVERAGES,home_avg_points_scored_so_far,home_avg_points_allowed_so_far,away_avg_points_scored_so_far,away_avg_points_allowed_so_far,L10_AVERAGES,home_avg_points_scored_L10,home_avg_points_allowed_L10,away_avg_points_scored_L10,away_avg_points_allowed_L10
372391,2023-11-18 23:00:00+00:00,2023-2024,135,Charlotte Hornets,151,New York Knicks,19,31,30,28,0.0,108,30,31,28,33,0.0,122,-14,AVERAGES:,111.06666666666666,120.13333333333334,110.125,108.625,L10AVERAGES:,113.3,123.9,109.0,102.8
372392,2023-11-19 00:00:00+00:00,2023-2024,150,New Orleans Pelicans,149,Minnesota Timberwolves,35,29,31,25,0.0,120,27,32,26,36,0.0,121,-1,AVERAGES:,108.625,114.125,112.26666666666667,104.93333333333334,L10AVERAGES:,113.0,119.1,114.0,106.5
372393,2023-11-19 01:00:00+00:00,2023-2024,158,San Antonio Spurs,146,Memphis Grizzlies,35,33,26,14,0.0,108,26,25,36,33,0.0,120,-12,AVERAGES:,112.11764705882354,119.94117647058823,110.625,116.125,L10AVERAGES:,109.2,124.6,108.9,116.4
372394,2023-11-19 01:00:00+00:00,2023-2024,148,Milwaukee Bucks,138,Dallas Mavericks,33,27,29,43,0.0,132,34,24,40,27,0.0,125,7,AVERAGES:,115.11764705882354,114.17647058823529,119.33333333333333,116.2,L10AVERAGES:,118.9,115.0,123.0,118.5
372395,2023-11-19 01:00:00+00:00,2023-2024,136,Chicago Bulls,147,Miami Heat,14,26,28,34,0.0,102,26,24,26,21,0.0,97,5,AVERAGES:,107.94444444444444,111.94444444444444,110.88235294117646,111.3529411764706,L10AVERAGES:,108.9,110.5,111.4,110.2
372396,2023-11-19 01:30:00+00:00,2023-2024,141,Golden State Warriors,152,Oklahoma City Thunder,31,30,26,30,6.0,123,33,18,34,32,13.0,130,-7,AVERAGES:,115.11111111111111,113.44444444444444,118.3529411764706,113.05882352941177,L10AVERAGES:,113.2,114.0,117.8,112.8
372397,2023-11-19 20:00:00+00:00,2023-2024,134,Brooklyn Nets,154,Philadelphia 76ers,22,27,22,28,0.0,99,23,38,33,27,0.0,121,-22,AVERAGES:,114.86666666666666,114.6,118.6875,112.5625,L10AVERAGES:,113.8,112.0,121.4,112.5
372398,2023-11-19 21:00:00+00:00,2023-2024,159,Toronto Raptors,140,Detroit Pistons,32,37,35,38,0.0,142,20,25,27,41,0.0,113,29,AVERAGES:,110.06666666666666,108.46666666666667,111.94117647058823,116.17647058823529,L10AVERAGES:,109.9,113.0,109.6,118.6
372399,2023-11-19 22:00:00+00:00,2023-2024,143,Indiana Pacers,153,Orlando Magic,21,23,34,38,0.0,116,42,36,29,21,0.0,128,-12,AVERAGES:,122.8,121.46666666666667,107.73333333333333,105.6,L10AVERAGES:,124.9,123.7,107.6,108.7
372400,2023-11-19 23:00:00+00:00,2023-2024,137,Cleveland Cavaliers,139,Denver Nuggets,29,37,26,29,0.0,121,27,31,17,34,0.0,109,12,AVERAGES:,109.33333333333333,110.6,113.52941176470588,107.76470588235294,L10AVERAGES:,110.5,111.3,114.2,107.3
372401,2023-11-20 00:30:00+00:00,2023-2024,138,Dallas Mavericks,157,Sacramento Kings,36,29,31,17,0.0,113,35,35,37,22,0.0,129,-16,AVERAGES:,119.6875,117.1875,113.8125,114.4375,L10AVERAGES:,123.0,120.7,114.5,114.6
372403,2023-11-20 01:00:00+00:00,2023-2024,160,Utah Jazz,155,Phoenix Suns,30,26,28,31,22.0,137,30,31,24,30,25.0,140,-3,AVERAGES:,114.5,118.375,116.52941176470588,113.05882352941177,L10AVERAGES:,114.8,119.8,117.9,116.0
372402,2023-11-20 01:00:00+00:00,2023-2024,146,Memphis Grizzlies,133,Boston Celtics,27,26,23,24,0.0,100,26,30,23,23,0.0,102,-2,AVERAGES:,111.17647058823529,115.6470588235294,117.88235294117646,105.94117647058823,L10AVERAGES:,110.5,116.4,119.4,105.6
372404,2023-11-20 02:00:00+00:00,2023-2024,156,Portland Trail Blazers,152,Oklahoma City Thunder,21,22,23,25,0.0,91,33,43,25,33,0.0,134,-43,AVERAGES:,106.46666666666667,114.2,119.0,113.61111111111111,L10AVERAGES:,103.9,111.1,121.3,112.3
372405,2023-11-20 02:30:00+00:00,2023-2024,145,Los Angeles Lakers,142,Houston Rockets,20,29,32,24,0.0,105,28,27,20,29,0.0,104,1,AVERAGES:,112.05263157894737,115.6842105263158,110.2,103.86666666666666,L10AVERAGES:,112.7,114.0,109.9,105.8
372406,2023-11-21 00:00:00+00:00,2023-2024,135,Charlotte Hornets,133,Boston Celtics,25,29,27,27,13.0,121,31,34,22,21,10.0,118,3,AVERAGES:,110.875,120.25,117.0,105.61111111111111,L10AVERAGES:,114.2,125.0,117.0,104.9
372407,2023-11-21 00:00:00+00:00,2023-2024,140,Detroit Pistons,139,Denver Nuggets,23,32,24,24,0.0,103,27,29,25,26,0.0,107,-4,AVERAGES:,112.0,117.61111111111111,113.27777777777777,108.5,L10AVERAGES:,109.7,120.4,112.3,109.9
372408,2023-11-21 00:00:00+00:00,2023-2024,161,Washington Wizards,148,Milwaukee Bucks,27,38,37,27,0.0,129,31,39,34,38,0.0,142,-13,AVERAGES:,113.06666666666666,120.46666666666667,116.05555555555556,114.77777777777777,L10AVERAGES:,113.6,122.6,119.9,116.1
372409,2023-11-21 01:00:00+00:00,2023-2024,136,Chicago Bulls,147,Miami Heat,27,26,28,19,0.0,100,33,32,28,25,0.0,118,-18,AVERAGES:,107.63157894736842,111.15789473684211,110.11111111111111,110.83333333333333,L10AVERAGES:,107.9,109.7,112.1,109.8
372410,2023-11-21 01:00:00+00:00,2023-2024,149,Minnesota Timberwolves,151,New York Knicks,31,27,35,24,0.0,117,28,28,19,25,0.0,100,17,AVERAGES:,112.8125,105.875,110.82352941176471,108.58823529411765,L10AVERAGES:,115.5,109.5,112.5,104.0
372411,2023-11-21 01:00:00+00:00,2023-2024,150,New Orleans Pelicans,157,Sacramento Kings,29,37,34,29,0.0,129,31,22,16,24,0.0,93,36,AVERAGES:,109.29411764705883,114.52941176470588,114.70588235294117,114.3529411764706,L10AVERAGES:,114.8,118.2,116.0,113.7
372412,2023-11-21 01:00:00+00:00,2023-2024,158,San Antonio Spurs,144,Los Angeles Clippers,27,28,22,22,0.0,99,33,33,25,33,0.0,124,-25,AVERAGES:,111.88888888888889,119.94444444444444,109.53333333333333,108.13333333333334,L10AVERAGES:,111.7,124.3,111.5,110.6
372413,2023-11-21 03:00:00+00:00,2023-2024,141,Golden State Warriors,142,Houston Rockets,29,34,29,29,0.0,121,27,26,28,35,0.0,116,5,AVERAGES:,115.52631578947368,114.3157894736842,109.8125,103.9375,L10AVERAGES:,112.5,116.8,111.7,104.7
362214,2023-11-22 00:00:00+00:00,2023-2024,153,Orlando Magic,159,Toronto Raptors,30,37,33,26,0.0,126,23,33,26,25,0.0,107,19,AVERAGES:,109.0,106.25,112.0625,108.75,L10AVERAGES:,110.1,109.7,113.4,112.9
362216,2023-11-22 00:30:00+00:00,2023-2024,154,Philadelphia 76ers,137,Cleveland Cavaliers,24,29,26,31,9.0,119,27,38,23,22,12.0,122,-3,AVERAGES:,118.82352941176471,111.76470588235294,110.0625,110.5,L10AVERAGES:,120.9,112.6,111.3,109.7
362215,2023-11-22 00:30:00+00:00,2023-2024,132,Atlanta Hawks,143,Indiana Pacers,40,46,28,38,0.0,152,34,39,46,38,0.0,157,-5,AVERAGES:,116.3529411764706,115.58823529411765,122.375,121.875,L10AVERAGES:,120.9,117.3,124.0,125.2
362217,2023-11-22 02:00:00+00:00,2023-2024,155,Phoenix Suns,156,Portland Trail Blazers,34,22,38,26,0.0,120,21,30,31,25,0.0,107,13,AVERAGES:,117.83333333333333,114.38888888888889,105.5,115.4375,L10AVERAGES:,119.3,119.3,103.2,111.9
362218,2023-11-22 03:00:00+00:00,2023-2024,145,Los Angeles Lakers,160,Utah Jazz,32,30,40,29,0.0,131,17,24,34,24,0.0,99,32,AVERAGES:,111.7,115.1,115.82352941176471,119.6470588235294,L10AVERAGES:,112.6,114.1,118.1,121.2
372414,2023-11-23 00:00:00+00:00,2023-2024,135,Charlotte Hornets,161,Washington Wizards,21,28,29,39,0.0,117,24,32,35,23,0.0,114,3,AVERAGES:,111.47058823529412,120.11764705882354,114.0625,121.8125,L10AVERAGES:,114.2,123.5,115.8,124.2
372415,2023-11-23 00:00:00+00:00,2023-2024,153,Orlando Magic,139,Denver Nuggets,28,28,26,42,0.0,124,28,34,26,31,0.0,119,5,AVERAGES:,110.0,106.29411764705883,112.94736842105263,108.21052631578948,L10AVERAGES:,112.5,108.6,112.0,110.0
372416,2023-11-23 00:30:00+00:00,2023-2024,137,Cleveland Cavaliers,147,Miami Heat,26,29,24,17,0.0,96,37,32,32,28,0.0,129,-33,AVERAGES:,110.76470588235294,111.0,110.52631578947368,110.26315789473684,L10AVERAGES:,114.4,110.7,112.5,107.6
372417,2023-11-23 00:30:00+00:00,2023-2024,143,Indiana Pacers,159,Toronto Raptors,35,30,36,30,0.0,131,27,41,32,32,0.0,132,-1,AVERAGES:,124.41176470588235,123.6470588235294,111.76470588235294,109.76470588235294,L10AVERAGES:,129.2,129.2,115.0,115.6
372418,2023-11-23 00:30:00+00:00,2023-2024,133,Boston Celtics,148,Milwaukee Bucks,29,38,27,25,0.0,119,17,36,26,37,0.0,116,3,AVERAGES:,117.05263157894737,106.42105263157895,117.42105263157895,115.52631578947368,L10AVERAGES:,113.3,106.6,123.0,116.0
372419,2023-11-23 00:30:00+00:00,2023-2024,132,Atlanta Hawks,134,Brooklyn Nets,45,32,23,31,16.0,147,33,34,28,36,14.0,145,2,AVERAGES:,118.33333333333333,117.88888888888889,113.875,115.0,L10AVERAGES:,123.4,122.0,110.4,112.0
372424,2023-11-23 01:00:00+00:00,2023-2024,158,San Antonio Spurs,144,Los Angeles Clippers,14,34,22,32,0.0,102,26,28,28,27,0.0,109,-7,AVERAGES:,111.21052631578948,120.15789473684211,110.4375,107.5625,L10AVERAGES:,110.1,125.3,112.1,108.5
372423,2023-11-23 01:00:00+00:00,2023-2024,152,Oklahoma City Thunder,136,Chicago Bulls,26,24,34,32,0.0,116,14,25,38,25,0.0,102,14,AVERAGES:,119.78947368421052,112.42105263157895,107.25,111.5,L10AVERAGES:,122.3,110.2,107.4,110.1
372421,2023-11-23 01:00:00+00:00,2023-2024,149,Minnesota Timberwolves,154,Philadelphia 76ers,37,20,34,21,0.0,112,20,29,30,20,0.0,99,13,AVERAGES:,113.05882352941177,105.52941176470588,118.83333333333333,112.33333333333333,L10AVERAGES:,115.9,106.8,121.4,114.9
372420,2023-11-23 01:00:00+00:00,2023-2024,142,Houston Rockets,146,Memphis Grizzlies,21,24,29,37,0.0,111,28,18,22,23,0.0,91,20,AVERAGES:,110.17647058823529,104.94117647058823,110.55555555555556,114.88888888888889,L10AVERAGES:,111.1,104.2,109.9,115.3
372422,2023-11-23 01:00:00+00:00,2023-2024,150,New Orleans Pelicans,157,Sacramento Kings,32,32,29,24,0.0,117,30,20,29,33,0.0,112,5,AVERAGES:,110.38888888888889,113.33333333333333,113.5,115.16666666666667,L10AVERAGES:,116.7,116.9,112.1,113.9
372425,2023-11-23 03:00:00+00:00,2023-2024,155,Phoenix Suns,141,Golden State Warriors,26,37,28,32,0.0,123,31,16,28,40,0.0,115,8,AVERAGES:,117.94736842105263,114.0,115.8,114.4,L10AVERAGES:,119.9,118.5,114.4,118.3
372426,2023-11-23 03:00:00+00:00,2023-2024,156,Portland Trail Blazers,160,Utah Jazz,32,33,24,32,0.0,121,21,25,27,32,0.0,105,16,AVERAGES:,105.58823529411765,115.70588235294117,114.88888888888889,120.27777777777777,L10AVERAGES:,104.0,114.8,117.8,123.3
372427,2023-11-23 03:30:00+00:00,2023-2024,145,Los Angeles Lakers,138,Dallas Mavericks,25,21,25,30,0.0,101,29,33,29,13,0.0,104,-3,AVERAGES:,112.61904761904762,114.33333333333333,119.29411764705883,117.88235294117646,L10AVERAGES:,112.7,111.5,122.9,123.1
362219,2023-11-24 19:30:00+00:00,2023-2024,153,Orlando Magic,133,Boston Celtics,19,29,29,36,0.0,113,30,26,18,22,0.0,96,17,AVERAGES:,110.77777777777777,107.0,117.15,106.9,L10AVERAGES:,113.4,109.2,112.8,106.8
362220,2023-11-24 22:00:00+00:00,2023-2024,146,Memphis Grizzlies,155,Phoenix Suns,27,22,24,16,0.0,89,29,33,19,29,0.0,110,-21,AVERAGES:,109.52631578947368,114.6842105263158,118.2,114.05,L10AVERAGES:,108.0,113.9,120.1,116.8
362222,2023-11-25 00:30:00+00:00,2023-2024,151,New York Knicks,147,Miami Heat,25,26,20,29,0.0,100,28,22,37,11,0.0,98,2,AVERAGES:,110.22222222222223,109.05555555555556,111.45,109.55,L10AVERAGES:,111.6,106.6,114.9,106.3
362221,2023-11-25 00:30:00+00:00,2023-2024,159,Toronto Raptors,136,Chicago Bulls,36,26,31,28,0.0,121,22,26,29,31,0.0,108,13,AVERAGES:,112.88888888888889,110.94444444444444,107.0,111.71428571428571,L10AVERAGES:,115.2,117.6,106.9,110.8
362226,2023-11-25 01:00:00+00:00,2023-2024,149,Minnesota Timberwolves,157,Sacramento Kings,31,33,15,32,0.0,111,38,32,22,32,0.0,124,-13,AVERAGES:,113.0,105.16666666666667,113.42105263157895,115.26315789473684,L10AVERAGES:,116.1,107.8,113.2,115.4
362225,2023-11-25 01:00:00+00:00,2023-2024,148,Milwaukee Bucks,161,Washington Wizards,34,26,32,39,0.0,131,35,26,28,39,0.0,128,3,AVERAGES:,117.35,115.7,114.05882352941177,121.52941176470588,L10AVERAGES:,123.6,117.4,115.1,122.9
362223,2023-11-25 01:00:00+00:00,2023-2024,142,Houston Rockets,139,Denver Nuggets,29,31,24,21,0.0,105,19,24,26,17,0.0,86,19,AVERAGES:,110.22222222222223,104.16666666666667,113.25,109.0,L10AVERAGES:,112.7,102.7,115.0,111.4
362224,2023-11-25 01:00:00+00:00,2023-2024,143,Indiana Pacers,140,Detroit Pistons,33,28,36,39,0.0,136,26,37,33,17,0.0,113,23,AVERAGES:,124.77777777777777,124.11111111111111,111.52631578947368,117.05263157894737,L10AVERAGES:,131.9,126.9,109.9,120.1
362227,2023-11-25 03:00:00+00:00,2023-2024,141,Golden State Warriors,158,San Antonio Spurs,32,27,27,32,0.0,118,35,20,26,31,0.0,112,6,AVERAGES:,115.76190476190476,114.80952380952381,110.75,119.6,L10AVERAGES:,111.8,116.7,107.1,124.1
362228,2023-11-25 03:30:00+00:00,2023-2024,144,Los Angeles Clippers,150,New Orleans Pelicans,23,32,28,23,0.0,106,36,20,29,31,0.0,116,-10,AVERAGES:,110.3529411764706,107.23529411764706,110.73684210526316,113.26315789473684,L10AVERAGES:,110.7,110.4,115.9,116.5
372428,2023-11-25 22:00:00+00:00,2023-2024,152,Oklahoma City Thunder,154,Philadelphia 76ers,31,30,21,41,0.0,123,29,36,28,34,0.0,127,-4,AVERAGES:,119.6,111.9,117.78947368421052,112.3157894736842,L10AVERAGES:,123.3,109.4,120.1,116.1
372429,2023-11-25 23:00:00+00:00,2023-2024,134,Brooklyn Nets,147,Miami Heat,26,37,27,22,0.0,112,22,31,23,21,0.0,97,15,AVERAGES:,115.70588235294117,116.88235294117646,110.80952380952381,109.0952380952381,L10AVERAGES:,114.0,116.2,112.6,104.9
372430,2023-11-26 00:00:00+00:00,2023-2024,161,Washington Wizards,132,Atlanta Hawks,30,28,20,30,0.0,108,34,36,37,29,0.0,136,-28,AVERAGES:,114.83333333333333,122.05555555555556,119.84210526315789,119.3157894736842,L10AVERAGES:,116.5,123.9,125.4,125.2
372431,2023-11-26 00:30:00+00:00,2023-2024,137,Cleveland Cavaliers,145,Los Angeles Lakers,40,31,23,21,0.0,115,35,35,23,28,0.0,121,-6,AVERAGES:,109.94444444444444,112.0,112.0909090909091,113.86363636363636,L10AVERAGES:,114.5,114.7,112.7,109.9
372432,2023-11-26 02:30:00+00:00,2023-2024,160,Utah Jazz,150,New Orleans Pelicans,22,21,25,37,0.0,105,29,24,24,23,0.0,100,5,AVERAGES:,114.36842105263158,120.3157894736842,111.0,112.9,L10AVERAGES:,115.0,124.5,117.0,114.8
372433,2023-11-26 03:30:00+00:00,2023-2024,144,Los Angeles Clippers,138,Dallas Mavericks,29,27,23,28,0.0,107,18,27,17,26,0.0,88,19,AVERAGES:,110.11111111111111,107.72222222222223,118.44444444444444,116.94444444444444,L10AVERAGES:,109.5,111.8,121.9,120.7
372434,2023-11-26 20:30:00+00:00,2023-2024,148,Milwaukee Bucks,156,Portland Trail Blazers,26,26,23,33,0.0,108,31,37,20,14,0.0,102,6,AVERAGES:,118.0,116.28571428571429,106.44444444444444,115.11111111111111,L10AVERAGES:,123.8,117.7,105.1,115.2
372435,2023-11-26 23:00:00+00:00,2023-2024,153,Orlando Magic,135,Charlotte Hornets,25,36,31,38,0.0,130,33,24,29,31,0.0,117,13,AVERAGES:,110.89473684210526,106.42105263157895,111.77777777777777,119.77777777777777,L10AVERAGES:,112.7,108.7,114.0,122.1
372436,2023-11-26 23:00:00+00:00,2023-2024,133,Boston Celtics,132,Atlanta Hawks,33,36,21,23,0.0,113,26,27,29,21,0.0,103,10,AVERAGES:,116.14285714285714,107.19047619047619,120.65,118.75,L10AVERAGES:,111.5,106.7,126.0,123.9
372437,2023-11-26 23:00:00+00:00,2023-2024,151,New York Knicks,155,Phoenix Suns,22,34,36,21,0.0,113,34,30,31,21,0.0,116,-3,AVERAGES:,109.6842105263158,108.47368421052632,117.80952380952381,112.85714285714286,L10AVERAGES:,112.7,106.9,121.1,114.5
372438,2023-11-26 23:00:00+00:00,2023-2024,146,Memphis Grizzlies,149,Minnesota Timberwolves,26,17,23,31,0.0,97,31,29,30,29,0.0,119,-22,AVERAGES:,108.5,114.45,112.89473684210526,106.15789473684211,L10AVERAGES:,106.0,111.6,114.9,110.7
372439,2023-11-27 00:30:00+00:00,2023-2024,134,Brooklyn Nets,136,Chicago Bulls,19,44,33,22,0.0,118,36,19,28,26,0.0,109,9,AVERAGES:,115.5,115.77777777777777,107.04545454545455,112.13636363636364,L10AVERAGES:,114.3,115.2,107.6,110.6
372440,2023-11-27 00:30:00+00:00,2023-2024,137,Cleveland Cavaliers,159,Toronto Raptors,25,17,32,31,0.0,105,28,24,20,30,0.0,102,3,AVERAGES:,110.21052631578948,112.47368421052632,113.3157894736842,110.78947368421052,L10AVERAGES:,114.4,114.7,117.4,117.0
372441,2023-11-27 01:00:00+00:00,2023-2024,139,Denver Nuggets,158,San Antonio Spurs,39,33,35,25,0.0,132,35,25,24,36,0.0,120,12,AVERAGES:,111.95238095238095,108.80952380952381,110.80952380952381,119.52380952380952,L10AVERAGES:,111.1,110.5,106.7,123.6
372444,2023-11-28 00:00:00+00:00,2023-2024,154,Philadelphia 76ers,145,Los Angeles Lakers,32,36,30,40,0.0,138,19,34,27,14,0.0,94,44,AVERAGES:,118.25,112.85,112.47826086956522,113.91304347826087,L10AVERAGES:,118.2,115.6,114.1,110.6
372442,2023-11-28 00:00:00+00:00,2023-2024,140,Detroit Pistons,161,Washington Wizards,27,27,29,24,0.0,107,31,26,37,32,0.0,126,-19,AVERAGES:,111.6,118.0,114.47368421052632,122.78947368421052,L10AVERAGES:,109.6,121.2,114.5,122.9
372443,2023-11-28 00:00:00+00:00,2023-2024,143,Indiana Pacers,156,Portland Trail Blazers,34,26,23,27,0.0,110,30,35,18,31,0.0,114,-4,AVERAGES:,125.36842105263158,123.52631578947368,106.21052631578948,114.73684210526316,L10AVERAGES:,133.4,126.6,103.8,114.7
372445,2023-11-28 02:00:00+00:00,2023-2024,160,Utah Jazz,150,New Orleans Pelicans,32,25,31,26,0.0,114,24,31,33,24,0.0,112,2,AVERAGES:,113.9,119.3,110.47619047619048,112.52380952380952,L10AVERAGES:,114.2,123.0,115.4,111.9
372446,2023-11-28 03:30:00+00:00,2023-2024,144,Los Angeles Clippers,139,Denver Nuggets,28,28,32,16,0.0,104,25,33,19,36,0.0,113,-9,AVERAGES:,109.94736842105263,106.6842105263158,112.86363636363636,109.31818181818181,L10AVERAGES:,107.7,107.6,112.0,112.4
362233,2023-11-29 00:30:00+00:00,2023-2024,151,New York Knicks,135,Charlotte Hornets,29,24,27,35,0.0,115,16,28,22,25,0.0,91,24,AVERAGES:,109.85,108.85,112.05263157894737,120.3157894736842,L10AVERAGES:,113.5,107.5,113.2,122.7
362229,2023-11-29 00:30:00+00:00,2023-2024,133,Boston Celtics,136,Chicago Bulls,31,38,28,27,0.0,124,20,30,18,29,0.0,97,27,AVERAGES:,116.0,107.0,107.1304347826087,112.3913043478261,L10AVERAGES:,112.5,106.4,105.5,111.1
362230,2023-11-29 00:30:00+00:00,2023-2024,134,Brooklyn Nets,159,Toronto Raptors,22,30,24,39,0.0,115,21,23,31,28,0.0,103,12,AVERAGES:,115.63157894736842,115.42105263157895,112.75,110.5,L10AVERAGES:,114.7,113.7,115.3,115.9
362231,2023-11-29 00:30:00+00:00,2023-2024,137,Cleveland Cavaliers,132,Atlanta Hawks,29,35,38,26,0.0,128,33,28,29,15,0.0,105,23,AVERAGES:,109.95,111.95,119.80952380952381,118.47619047619048,L10AVERAGES:,113.4,114.5,124.0,124.7
362232,2023-11-29 00:30:00+00:00,2023-2024,147,Miami Heat,148,Milwaukee Bucks,22,40,35,27,0.0,124,31,28,34,38,0.0,131,-7,AVERAGES:,110.18181818181819,109.22727272727273,117.54545454545455,115.63636363636364,L10AVERAGES:,111.5,105.4,122.6,116.1
362234,2023-11-29 01:00:00+00:00,2023-2024,149,Minnesota Timberwolves,152,Oklahoma City Thunder,19,34,23,30,0.0,106,29,32,17,25,0.0,103,3,AVERAGES:,113.2,105.7,119.76190476190476,112.61904761904762,L10AVERAGES:,115.4,109.5,121.7,108.0
362235,2023-11-29 01:30:00+00:00,2023-2024,138,Dallas Mavericks,142,Houston Rockets,29,25,30,37,0.0,121,22,28,38,27,0.0,115,6,AVERAGES:,116.84210526315789,116.42105263157895,109.94736842105263,103.21052631578948,L10AVERAGES:,118.3,119.6,110.4,99.4
362236,2023-11-29 03:00:00+00:00,2023-2024,157,Sacramento Kings,141,Golden State Warriors,29,26,40,29,0.0,124,37,35,32,19,0.0,123,1,AVERAGES:,113.95,115.05,115.86363636363636,114.68181818181819,L10AVERAGES:,116.7,115.8,113.2,116.4
372447,2023-11-30 00:00:00+00:00,2023-2024,140,Detroit Pistons,145,Los Angeles Lakers,24,24,28,31,0.0,107,38,27,36,32,0.0,133,-26,AVERAGES:,111.38095238095238,118.38095238095238,111.70833333333333,114.91666666666667,L10AVERAGES:,109.7,121.8,114.1,111.6
372448,2023-11-30 00:00:00+00:00,2023-2024,153,Orlando Magic,161,Washington Wizards,31,35,36,37,0.0,139,26,30,33,31,0.0,120,19,AVERAGES:,111.85,106.95,115.05,122.0,L10AVERAGES:,115.5,108.7,113.9,122.0
372449,2023-11-30 00:30:00+00:00,2023-2024,159,Toronto Raptors,155,Phoenix Suns,27,33,26,26,0.0,112,20,33,27,25,0.0,105,7,AVERAGES:,112.28571428571429,110.71428571428571,117.72727272727273,112.86363636363636,L10AVERAGES:,112.9,115.8,120.7,115.2
372450,2023-11-30 01:00:00+00:00,2023-2024,146,Memphis Grizzlies,160,Utah Jazz,24,36,28,17,0.0,105,25,17,25,24,0.0,91,14,AVERAGES:,107.95238095238095,114.66666666666667,113.9047619047619,118.95238095238095,L10AVERAGES:,104.4,112.0,116.1,121.9
372451,2023-11-30 01:00:00+00:00,2023-2024,150,New Orleans Pelicans,154,Philadelphia 76ers,39,29,34,22,0.0,124,24,24,33,33,0.0,114,10,AVERAGES:,110.54545454545455,112.5909090909091,119.19047619047619,111.95238095238095,L10AVERAGES:,116.5,111.1,121.4,114.7
372452,2023-11-30 02:00:00+00:00,2023-2024,139,Denver Nuggets,142,Houston Rockets,41,35,32,26,0.0,134,26,33,38,27,0.0,124,10,AVERAGES:,112.8695652173913,109.08695652173913,110.2,104.1,L10AVERAGES:,109.9,111.2,111.2,102.6
372453,2023-11-30 03:00:00+00:00,2023-2024,157,Sacramento Kings,144,Los Angeles Clippers,27,23,31,36,0.0,117,35,37,30,29,0.0,131,-14,AVERAGES:,114.42857142857143,115.42857142857143,109.65,107.0,L10AVERAGES:,119.4,115.9,108.4,107.8
372454,2023-12-01 00:00:00+00:00,2023-2024,137,Cleveland Cavaliers,156,Portland Trail Blazers,25,21,29,20,0.0,95,22,18,34,29,0.0,103,-8,AVERAGES:,110.80952380952381,111.61904761904762,106.6,114.5,L10AVERAGES:,114.2,112.2,105.2,114.5
372457,2023-12-01 00:30:00+00:00,2023-2024,151,New York Knicks,140,Detroit Pistons,31,23,31,33,0.0,118,17,37,33,25,0.0,112,6,AVERAGES:,110.0952380952381,108.0,111.18181818181819,119.04545454545455,L10AVERAGES:,113.9,106.9,109.5,123.1
372456,2023-12-01 00:30:00+00:00,2023-2024,147,Miami Heat,143,Indiana Pacers,33,31,33,45,0.0,142,38,35,27,32,0.0,132,10,AVERAGES:,110.78260869565217,110.17391304347827,124.6,123.05,L10AVERAGES:,113.1,108.3,132.0,125.5
372455,2023-12-01 00:30:00+00:00,2023-2024,134,Brooklyn Nets,135,Charlotte Hornets,37,34,35,22,0.0,128,31,42,29,27,0.0,129,-1,AVERAGES:,115.6,114.8,111.0,120.05,L10AVERAGES:,113.7,111.1,110.5,121.8
372458,2023-12-01 01:00:00+00:00,2023-2024,136,Chicago Bulls,148,Milwaukee Bucks,26,23,31,26,14.0,120,24,31,25,26,7.0,113,7,AVERAGES:,106.70833333333333,112.875,118.1304347826087,116.0,L10AVERAGES:,103.7,111.9,123.3,115.9
372459,2023-12-01 01:00:00+00:00,2023-2024,149,Minnesota Timberwolves,160,Utah Jazz,20,29,35,17,0.0,101,23,24,19,24,0.0,90,11,AVERAGES:,112.85714285714286,105.57142857142857,112.86363636363636,118.31818181818181,L10AVERAGES:,113.8,109.7,113.9,119.4
372460,2023-12-01 01:00:00+00:00,2023-2024,152,Oklahoma City Thunder,145,Los Angeles Lakers,30,42,36,25,0.0,133,37,23,28,22,0.0,110,23,AVERAGES:,119.0,112.31818181818181,112.56,114.6,L10AVERAGES:,119.4,106.9,115.2,110.4
372461,2023-12-01 01:00:00+00:00,2023-2024,158,San Antonio Spurs,132,Atlanta Hawks,35,31,39,30,0.0,135,26,36,39,36,0.0,137,-2,AVERAGES:,111.22727272727273,120.0909090909091,119.13636363636364,118.9090909090909,L10AVERAGES:,107.6,121.6,122.8,124.9
372462,2023-12-01 03:00:00+00:00,2023-2024,141,Golden State Warriors,144,Los Angeles Clippers,31,30,25,34,0.0,120,24,26,27,37,0.0,114,6,AVERAGES:,116.17391304347827,115.08695652173913,110.66666666666667,107.47619047619048,L10AVERAGES:,113.5,117.9,112.2,109.5
372463,2023-12-02 00:00:00+00:00,2023-2024,153,Orlando Magic,161,Washington Wizards,31,27,34,38,0.0,130,36,25,28,36,0.0,125,5,AVERAGES:,113.14285714285714,107.57142857142857,115.28571428571429,122.80952380952381,L10AVERAGES:,117.5,108.7,114.2,123.5
372464,2023-12-02 00:30:00+00:00,2023-2024,159,Toronto Raptors,151,New York Knicks,26,31,20,29,0.0,106,34,23,33,29,0.0,119,-13,AVERAGES:,112.27272727272727,110.45454545454545,110.45454545454545,108.18181818181819,L10AVERAGES:,114.7,114.6,113.1,107.6
